Season,State,Area(hec),Production(Ton),Yield(Ton/hector)
0,9,556827,949371,1.736153846
1,9,84323,224329,2.493333333
3,9,2698627,7065073,2.571052632
2,24,4052587,8793273,2.076666667
2,25,792207,1808275,2.0745
1,25,55403,180196,3.133333333
2,1,1384700,4451000,2.9505
2,40,70855,103557,1.559090909
2,17,2260000,5400540,2.040294118
2,16,1465730,3419021,1.664444444
1,16,69640,161900,2.369166667
2,31,244000,645600,2.313333333
0,4,19602,23665,1.21125
2,4,16862,36979,2.2325
3,4,394,872,2.21
2,63,201860,491660,2.391818182
3,63,4800,13400,2.79
2,11,3046000,12638000,4.066818182
2,44,889351,3028634,3.229666667
3,44,939223,3570445,3.585
0,22,38136,101574,2.5475
2,22,16843,18190,1.05875
1,22,71877,231509,3.145
3,22,150250,463371,3.05375
2,59,5965657,14396168,2.3668
1,59,26051,74184,2.484117647
2,20,251498,582720,1.779230769
1,20,14703,55577,3.77
0,2,137925,154026,0.912
3,2,1204133,2621003,2.251666667
0,34,247978,642310,2.493809524
1,34,1185381,4005685,3.244285714
3,34,3963495,10996579,2.691363636
2,49,132000,233335,1.6915
0,9,522698,903286,1.78173913
1,9,67865,143832,2.034285714
3,9,2716420,7046043,2.466842105
2,24,3976626,5749044,1.386296296
2,25,802674,1749613,2.0375
1,25,52616,140196,2.657857143
2,1,1422100,4880000,3.096190476
2,40,71613,114785,1.618181818
2,2,1735411,3421253,2.023333333
2,17,2023070,4869658,1.806888889
1,17,12070,29400,1.965294118
2,16,1424765,2668600,1.637916667
1,16,26178,62200,2.535833333
2,31,236710,607820,2.18
0,4,19587.5,23580,1.18625
2,4,16039.7,35029,2.15625
3,4,487,998,2.09
2,63,206750,509590,2.421818182
3,63,5250,14850,2.826666667
2,11,3065000,13382000,4.252727273
2,44,1046987,2946004,2.672333333
3,44,915389,3317425,3.532666667
0,22,37775,104258,2.68125
2,22,15837,16787,1.02625
1,22,72224,235115,3.1475
3,22,148232,455932,3.045
2,59,5897871,15441958,2.541333333
1,59,25761,76645,2.67
2,20,246539,620027,1.909230769
1,20,13953,44845,3.223333333
0,34,249341,633542,2.45
1,34,1295678,4671912,3.375714286
3,34,3992412,11010468,2.684545455
2,49,133200,239998,1.737727273
0,9,445393,615668,1.439545455
1,9,60400,136281,2.205
3,9,2653929,5403580,1.809210526
2,24,4141378,6509430,1.521481481
2,25,809367,1819260,2.131
1,25,29582,92755,2.676153846
2,1,1447000,4516000,2.94952381
2,40,71810,114896,1.623636364
2,2,1527103,2894101,1.817916667
2,17,2794020,5238850,1.444901961
2,16,1417445,3143748,1.657916667
1,16,47541,132050,2.755833333
2,31,233500,602430,2.232222222
0,4,18957,23372,1.215
2,4,16133,35678,2.1975
3,4,460,960,2.115
2,63,208990,519600,2.444545455
3,63,5460,15440,2.8275
2,11,3103000,12822000,4.011818182
2,44,1189264,4135049,3.3065625
3,44,742508,2533895,3.208125
0,22,35340,93453,2.50625
2,22,15382,16267,1.05375
1,22,70742,232551,3.0775
3,22,147900,450930,3.03375
2,59,5894983,15932429,2.6056
1,59,29145,87266,2.662631579
2,20,243666,574963,1.804615385
1,20,15682,51570,3.283333333
0,34,230980,609496,2.672380952
1,34,1279500,4615344,3.45952381
3,34,4002092,11282409,2.744545455
2,49,133500,244741,1.7792
0,9,443965,727611,1.759583333
1,9,60399,128812,2.142857143
3,9,2593026,6096095,2.173157895
2,24,4266022,8569367,1.936428571
2,25,849599,1821136,1.948571429
1,25,54751,161497,2.848571429
2,1,1558900,5194600,3.048095238
2,40,72620,116879,1.656363636
2,2,1357726,3612589,2.663333333
2,17,3076000,7268659,1.858
1,17,34311,94770,0.8775
2,16,1478093,2701810,1.256296296
1,16,74896,195623,2.660833333
0,4,18510,22904,1.18875
2,4,16232,36357,2.2025
3,4,468,978,2.135
2,63,211280,528920,2.459090909
3,63,5670,16050,2.83
0,2,426080,769480,1.8825
1,2,292610,932910,2.796896552
3,2,3222020,8052660,2.564666667
2,11,3142000,12675000,3.930909091
2,44,1631151,5985349,3.575625
3,44,1585062,5900447,3.610625
0,22,34235,94357,2.6425
2,22,15228,16175,1.06875
1,22,70577,228104,3.13
3,22,147295,471608,3.17375
2,59,5898690,16947998,2.823466667
1,59,25659,79891,2.968717949
2,20,240411,615514,1.933846154
1,20,17370,61915,3.563333333
0,34,215126,514586,2.434285714
1,34,1271772,4616835,3.464285714
3,34,4004077,11344600,2.771363636
2,20,241936,669372,2.093076923
1,20,15315,55057,3.563333333
2,1,913000,2556000,2.730588235
2,63,145000,188000,1.29
3,63,200,250,1.3
2,48,7303,10799,1.48
2,56,2848794,7056175,2.400869565
3,56,1165454,3581740,2.73
2,48,8105,15279,1.89
2,49,250625,391529,1.489166667
2,48,6053,11420,1.89
2,49,244051,415342,1.6
2,48,6405,12063,1.88
2,49,249830,422298,1.634166667
2,48,6096,12907,2.12
2,49,236199,421457,1.708333333
2,53,24142,57514,2.56
2,59,5209137,9586935,1.765942029
1,59,4292,9411,1.960952381
2,40,81335,120624,1.469090909
2,49,259815,504797,1.870833333
2,40,79519,109129,1.454545455
2,49,250044,492732,1.838333333
0,2,824000,677000,0.98
1,2,293000,652000,1.938148148
3,2,3375000,5207000,1.511333333
2,59,5934405,10749989,1.827714286
2,49,259014,556774,2.040833333
2,59,5571524,11119095,1.951714286
2,49,252516,554258,2.060833333
2,48,7419,20946,2.82
2,49,263246,561355,1.9745
2,48,7039,19873,2.82
2,48,6821,19008,2.79
2,49,259892,500880,1.859
2,48,6848,19083,2.79
2,48,7248,20198,2.79
2,49,262169,544396,2.0225
2,48,6068,19768,3.26
2,49,261663,545186,1.8875
2,53,3559,11637,3.076666667
3,53,8979,23373,3.233333333
1,53,3743,11509,2.54
2,48,6068,19768,3.26
2,53,3671,12091,2.696666667
3,53,8382,24736,3.78
1,53,3769,12965,3.41
2,48,6035,17269,2.86
2,49,275861,344823,1.098947368
2,53,3643,11821,2.936666667
3,53,9006,26378,3.506666667
1,53,4005,14518,3.62
2,48,5884,16837,2.86
2,49,304503,646362,2.05
2,48,5973,17260,2.89
2,49,283443,572213,2.0255
2,48,5854,16837,2.88
2,49,273582,663755,2.31
2,48,5848,16826,2.88
2,49,262012,615799,2.35
2,48,5848,17580,3.01
2,49,280513,587099,2.0755
2,31,155,348,2.075555556
0,31,88370,200290,2.094444444
3,31,78520,181900,2.2175
2,31,157050,364980,2.171111111
2,31,156890,381750,2.26
2,31,162570,387270,2.234444444
2,31,153110,335700,2.034444444
2,31,176310,435930,2.327777778
0,53,6237,17257,2.76
1,53,5689,15537,2.73
3,53,12896,28242,2.803333333
2,31,166260,386070,2.238888889
0,53,5348,15278,2.57
1,53,5167,13013,1.845
3,53,12410,25326,2.89
2,31,165370,389170,2.276666667
2,31,166150,406150,2.378888889
2,45,15691,21447,1.365
2,45,15874,21957,1.3775
2,45,15908,23439,1.465
2,45,15218,21358,1.4225
2,45,14900,21372,1.4275
2,45,14790,21220,1.4325
2,45,14740,21190,1.4275
2,45,9070,21610,4.7875
2,45,9790,23690,5.3425
2,45,9200,21450,4.84
2,45,11860,19480,1.5475
2,45,13000,22230,1.5925
2,45,12270,20930,1.595
2,45,12140,20973,1.6225
2,45,12070,20880,1.6225
2,45,11920,21340,1.7175
2,45,11158,20260,1.76
2,45,11040,20070,1.76
2,45,10669,19687,1.7925
2,45,10481,19453,1.8075
2,45,9501,17636,1.815
2,45,9256,17182,1.82
2,45,8685,16137,1.8225
2,43,52442,145174,2.75
2,43,52177,147236,2.81
2,43,52985,128945,2.41
2,43,52191,121679,2.32
2,4,62372,95115,1.5225
3,4,6020,15698,4.39
2,4,49713,88397,1.655
2,22,232160,505680,2.075
2,22,243070,547520,2.185
2,22,246750,587390,2.28
2,22,255270,602410,2.255
2,22,257440,616820,2.31
2,4,57085,107660,1.9225
2,4,50619,25789,0.4525
3,4,2232,3675,1.58
2,4,54393,15501,0.2625
3,4,148,187,1.264
2,4,51859,68637,1.20625
3,4,131,280,2.555
2,4,47085,65893,1.3175
3,4,119,238,2
2,49,115481,114116,0.965384615
2,49,122740,134807,1.097692308
2,49,118601,132690,1.066153846
2,49,119455,134621,1.135384615
2,49,124584,152500,1.182666667
2,49,119205,154589,1.201333333
2,49,121642,134950,1.080625
2,49,122267,146191,1.16125
2,49,123038,144635,1.151875
2,49,124029,158146,1.225625
2,49,126799,164538,1.183125
2,49,121468,143893,1.12
2,49,121570,155993,1.219375
2,49,123500,159543,1.21875
2,49,126085,174662,1.308125
2,49,131989,184104,1.300588235
2,49,127200,189992,1.447058824
2,49,128800,204001,2.0875
2,43,15169,40864,2.69
3,43,6417,19052,2.97
2,49,120020,129505,1.06
0,2,819731,501365,0.837666667
1,2,268081,506455,1.582666667
3,2,3358901,4383502,1.342333333
0,2,781000,681000,1.016428571
1,2,325000,702000,2.04
3,2,3373000,5475000,1.639666667
0,2,757000,765000,1.056785714
1,2,315000,720000,2.012
3,2,3379000,5338000,1.580333333
0,2,742000,814000,1.082857143
1,2,334000,816000,2.108928571
3,2,3376000,5910000,1.747
0,2,707000,735000,1.062142857
1,2,331000,811000,2.051538462
3,2,3417000,5266000,1.545333333
2,43,33638,78705,2.325
3,43,15688,43162,2.755
0,2,687000,618000,1.024074074
1,2,265000,714000,2.163636364
3,2,3413000,5581000,1.575666667
2,43,31166,59267,1.895
3,43,15938,41338,2.57
0,2,678000,563000,0.939642857
1,2,293000,863000,2.1024
3,2,3255000,5398000,1.633
2,43,30632,72221,2.35
3,43,15980,42773,2.68
0,2,536000,418000,0.8
1,2,236000,755000,2.363913043
3,2,3233000,4633000,1.405333333
2,43,31247,78770,2.495
3,43,15990,43221,2.7
0,2,561000,970000,1.56
1,2,8629000,868000,0.077333333
3,2,3188000,7658000,2.490666667
2,43,31255,81229,2.59
3,43,14575,41592,2.85
0,2,582000,851000,1.2972
1,2,300000,1025000,2.857307692
3,2,3298000,5734000,1.853
0,2,583000,1036000,1.599166667
1,2,301000,1002000,2.62
3,2,3282000,7802000,2.379333333
0,2,541000,390000,0.864583333
1,2,234000,782000,2.619090909
3,2,3167000,4702000,1.417666667
0,2,511550,657520,1.444074074
1,2,224780,793690,2.745333333
3,2,3226450,8343100,2.543
0,2,530320,576840,1.218928571
1,2,221940,695400,2.673571429
3,2,3014130,5279130,1.747
0,2,454370,527490,1.322916667
1,2,274230,925810,2.586071429
3,2,3130820,6280410,1.982333333
2,63,141000,205000,1.441428571
2,49,275746,5488,0.016666667
2,49,121570,155993,1.283153739
2,49,131989,184104,1.39484351
3,58,162445,336416,2.070953246
3,9,2684379,7141115,2.660248422
1,20,14703,55577,3.779976875
3,53,8382,24736,2.95108566
3,44,742508,2533895,3.41261643
0,0,196188,280693,1.430734805
3,43,14130,39236,2.776786978
2,31,212680,480240,2.258040248
0,53,5348,15278,2.856768886
2,24,4035700,7977746,1.976793617
0,4,18510,22904,1.237385197
1,22,72224,235115,3.25535833
1,20,13953,44845,3.214004157
2,49,259815,504797,1.942909378
2,25,583500,472600,0.809940017
3,56,712766,2272773,3.188666407
1,34,1221076,3875100,3.173512541
2,56,1398884,4115558,2.942029504
1,34,1310585,4424392,3.375890919
3,58,88449.47,279529,3.160324194
2,49,261347,507404,1.941495406
1,25,3900,10700,2.743589744
2,25,751300,1521800,2.025555703
0,0,223332,294440,1.318395931
0,34,339753,719205,2.11684665
2,56,2921793,7509866,2.570293652
0,9,549012,725206,1.320929233
2,56,2109301,5054013,2.396060591
2,11,2614000,9656000,3.693955624
1,2,292610,932910,3.188236902
1,58,47290.01,149217,3.155359874
1,10,339990,1463054,4.303226565
0,2,454370,527490,1.160926117
3,34,4016656,10545076,2.625337096
2,16,1491300,2488600,1.66874539
1,0,311437,610136,1.959099272
3,42,43861,144235,3.288456716
2,10,1931397,6610607,3.422707501
2,40,80579,137418,1.705382296
2,49,124584,152500,1.224073717
3,4,486,1113,2.290123457
2,56,3003673,8233806,2.741245801
1,42,343122,1035706,3.018477393
0,2,824000,677000,0.821601942
2,24,3828992,5567644,1.454075642
3,9,2907199,4589705,1.578737816
2,59,5631949,11938078,2.11970634
3,43,16213,43642,2.691790538
2,9,190236,270831,1.423657983
3,23,63889,162321,2.540672103
3,53,10920,26585,2.43452381
2,25,664400,984900,1.482390126
2,25,726000,1376300,1.895730028
0,34,283859,575294,2.026689307
2,63,141000,205000,1.453900709
2,63,163680,261920,1.600195503
0,58,63981,161477,2.523827386
2,40,75380,111252,1.475882197
3,2,1008437.16,1333906,1.322745782
0,0,539665,557764,1.033537472
2,59,5631949,11938078,2.11970634
3,2,3417000,5266000,1.54111794
0,9,570397,914228,1.602792441
3,23,12797,47413,3.705008986
1,9,84323,224329,2.66035364
1,16,25100,50500,2.011952191
2,16,1496800,1793000,1.19788883
2,59,5902577,11082993,1.877653269
2,20,285545,579074,2.027960567
3,43,13614,36579,2.686866461
0,2,183635.05,254351,1.385089611
3,9,2593026,6096095,2.350957916
0,2,614160.1,418254,0.681017865
3,2,3282000,7802000,2.377209019
3,58,81115,218934,2.699056895
0,0,144766,209122,1.444551898
0,58,112438,233217,2.074183105
1,20,13953,44845,3.214004157
3,58,174714,346022,1.980505283
2,1,1211149,3299000,2.72385974
2,43,24411,60556,2.480684937
1,9,95682,176656,1.846282477
2,56,1705555,4356822,2.554489301
3,23,12836,54206,4.222966656
2,11,2519000,7940000,3.152044462
3,56,761911,3402713,4.466024247
1,53,5689,15537,2.73105994
2,56,2487000,7167000,2.881785283
3,0,1636050,2574284,1.573475138
1,0,319480,573189,1.794131088
2,48,6549,17909,2.734615972
3,53,10324,23489,2.275184037
3,56,1221899,4328458,3.542402441
0,2,153608.9,105328,0.685689436
1,34,1271772,4616835,3.630237967
2,16,1488200,2098200,1.409891144
2,22,255270,602410,2.359893446
1,53,5689,15537,2.73105994
2,4,59196,114630,1.936448409
2,16,1500400,2768600,1.845241269
2,49,262012,615799,2.350270217
3,0,1879539,4082738,2.172201801
2,20,271671,520831,1.917138745
1,20,12654,39797,3.145013434
2,10,1493276,4050334,2.712381368
1,53,4710,12773,2.711889597
2,63,179780,396230,2.203971521
2,16,1486200,2625100,1.766316781
1,20,12654,39797,3.145013434
3,42,50456,102312,2.027746948
2,48,7381,20815,2.82007858
3,22,147295,471608,3.201792322
3,34,4051084,9393991,2.318883291
2,25,722100,1225500,1.697133361
3,63,1000,2000,2
1,16,42800,111200,2.598130841
0,2,797000,743000,0.932245922
2,10,2204046,7225373,3.278231489
1,59,26051,74184,2.847645004
1,2,381810,912040,2.388727377
0,0,464497,444884,0.957775831
1,0,311437,610136,1.959099272
0,0,144766,209122,1.444551898
3,58,86751,212607,2.450772902
3,0,1890960,3767357,1.992298621
1,20,12654,39797,3.145013434
1,16,37400,91690,2.451604278
3,23,62892,117116,1.862176429
3,53,8382,24736,2.95108566
3,43,10543,28582,2.710993076
3,53,9006,26378,2.928936265
0,2,139909,143816,1.027925294
1,0,327468,622358,1.90051547
0,0,168044,228206,1.358013377
0,58,105349,241824,2.295456056
3,58,148893,335529,2.253490762
2,11,2818000,10542000,3.740951029
0,4,19587.5,23580,1.203828973
2,17,1766150,1685799,0.954504997
1,59,25659,79891,3.11356639
2,17,1573535,1766596,1.122692536
1,53,5689,15537,2.73105994
2,43,27730,78489,2.830472413
2,40,82125,116997,1.424621005
4,4,56460,107740,1.908253631
2,40,82125,116997,1.424621005
2,1,913000,2556000,2.799561884
2,48,5884,16837,2.861488783
0,0,539665,557764,1.033537472
2,42,1075993,2770413,2.574750022
2,31,212680,480240,2.258040248
3,9,4238204,6004120,1.416666116
1,23,9791,39910,4.076192422
0,58,51922,141234,2.720118639
3,63,4800,13400,2.791666667
3,2,3167000,4702000,1.484685823
1,2,236000,755000,3.199152542
3,34,4086590,10074261,2.465199837
3,58,86751,212607,2.450772902
1,42,324525,990578,3.052393498
0,4,18957,23372,1.2328955
2,59,5965657,14396168,2.413173939
2,56,2108904,5841539,2.76994069
3,34,4051084,9393991,2.318883291
2,63,141000,205000,1.453900709
1,10,339990,1463054,4.303226565
1,34,1185381,4005685,3.379238405
1,59,7839,18016,2.298252328
2,17,1881546,3321724,1.76542269
3,23,3929,13846,3.524051922
3,9,2604752,3023010,1.16057498
3,23,13624,63050,4.627862595
2,45,11158,20260,1.815737587
0,23,32605,43401,1.33111486
2,10,1903772,7458657,3.917831022
2,40,76186,105787,1.388535951
3,56,1221899,4328458,3.542402441
1,25,52616,140196,2.664512696
2,25,648300,1209300,1.86534012
3,23,62170,114027,1.834116133
3,43,17330,54665,3.154356607
2,16,1488200,2098200,1.409891144
3,42,54629,158046,2.893078768
2,4,59196,114630,1.936448409
0,0,495698,487719,0.983903506
0,2,137925,154026,1.116737357
2,48,6068,19768,3.25774555
2,43,31255,81229,2.598912174
1,34,1376387,4257111,3.092960773
1,9,124874,246807,1.97644826
2,40,82125,116997,1.424621005
3,53,11411,28051,2.458242047
0,2,150654,126012,0.836433151
0,0,238178,308745,1.296278414
0,4,20064,23583,1.175388756
2,16,1491300,2488600,1.66874539
0,23,33646,78965,2.346935743
1,22,70742,232551,3.287311639
2,48,7303,10799,1.478707381
2,42,1035111,3057894,2.954170132
3,56,1337020,4922944,3.682027195
0,23,32570,41908,1.286705557
2,10,1493276,4050334,2.712381368
0,2,188422.33,162674,0.863347778
3,58,81279,247879,3.049729943
0,23,32560,41798,1.283722359
2,25,655600,1045200,1.594264796
1,53,3769,12965,3.439904484
2,10,1493276,4050334,2.712381368
3,9,2842665,3967956,1.39585776
3,4,119,238,2
2,10,2000212,7374681,3.686949683
1,58,35946,103571,2.881294163
2,11,3103000,12822000,4.132130197
2,59,5631949,11938078,2.11970634
1,0,174974,209623,1.198023706
1,20,14200,45552,3.207887324
3,53,10920,26585,2.43452381
1,16,37400,91690,2.451604278
1,2,331000,811000,2.450151057
1,42,255223,869134,3.40539058
1,34,1295678,4671912,3.605766247
3,42,53480,99699,1.864229619
1,10,276272,1234550,4.468603405
3,0,1890960,3767357,1.992298621
3,43,14130,39236,2.776786978
2,22,15228,16175,1.062188075
3,43,16637,47452,2.852196911
1,34,1221076,3875100,3.173512541
2,4,12123,20697,1.707250681
3,43,10543,28582,2.710993076
3,43,17330,54665,3.154356607
3,23,63883,162272,2.5401437
2,53,4298,16082,3.741740344
0,58,120217,235849,1.961860635
2,49,124584,152500,1.224073717
2,42,1066981,2723038,2.552096054
1,10,339990,1463054,4.303226565
1,58,47290.01,149217,3.155359874
3,42,30634,81726,2.667820069
3,2,1016623,674135,0.663112088
2,49,262012,615799,2.350270217
1,16,37400,72500,1.938502674
3,34,4270328,8915100,2.087685068
1,53,5098,13451,2.638485681
0,2,149362.86,77860,0.521280859
0,2,824000,677000,0.821601942
1,20,14703,55577,3.779976875
2,40,82125,116997,1.424621005
3,43,16213,43642,2.691790538
2,25,792207,1808275,2.282578922
2,49,275861,344823,1.249988219
2,20,270416,495083,1.830819922
3,34,3639538,7202760,1.979031405
3,34,4051084,9393991,2.318883291
3,63,2530,5990,2.367588933
3,9,2653346,7076168,2.666884756
1,9,116220,166198,1.430029255
2,49,252516,554258,2.194942103
2,10,1725730,7115195,4.123005916
2,24,3777661,2634853,0.697482649
2,59,5837298,14353736,2.458969201
2,43,52191,121679,2.331417294
0,0,276486,338015,1.222539297
2,40,71613,114785,1.602851438
1,0,311437,610136,1.959099272
2,11,2614000,9656000,3.693955624
3,23,3929,13846,3.524051922
1,9,116220,166198,1.430029255
2,20,271671,520831,1.917138745
1,58,48858.28,196784,4.027648947
2,49,132000,233335,1.767689394
2,9,126106,243661,1.932191965
1,9,105117,285835,2.71920812
3,0,1777257,2759652,1.552759111
0,0,191322,256729,1.341868682
2,53,4325,15281,3.533179191
3,34,3999653,10259384,2.56506852
1,25,33140,107509,3.244085697
1,2,292610,932910,3.188236902
3,58,162445,336416,2.070953246
0,58,105349,241824,2.295456056
1,59,18175,40620,2.234938102
0,2,678000,563000,0.830383481
2,42,1035111,3057894,2.954170132
3,0,1890960,3767357,1.992298621
2,20,259805,523203,2.013829603
3,58,162445,336416,2.070953246
2,42,1035111,3057894,2.954170132
0,2,854570,464250,0.543255672
0,34,425002,740688,1.742787093
3,42,53889,109350,2.029171074
1,59,29947,75449,2.519417638
1,16,25100,50500,2.011952191
3,42,40896,102639,2.509756455
2,59,6068496,12849116,2.117347692
3,58,148893,335529,2.253490762
0,0,196188,280693,1.430734805
1,53,5689,15537,2.73105994
2,40,71810,114896,1.6
2,10,2204046,7225373,3.278231489
2,20,281464,537876,1.910993946
1,25,33140,107509,3.244085697
2,56,2848794,7056175,2.476898997
1,59,7839,18016,2.298252328
2,63,201860,491660,2.435648469
3,43,13614,36579,2.686866461
1,16,25100,50500,2.011952191
2,17,2027000,3546790,1.749773064
2,2,4273000,3278000,0.767142523
2,2,1735411,3421253,1.971436737
2,20,280816,567662,2.021473135
3,0,1857410,3655430,1.968025369
3,23,62892,117116,1.862176429
1,42,255223,869134,3.40539058
1,0,327468,622358,1.90051547
3,2,3167000,4702000,1.484685823
3,53,8382,24736,2.95108566
1,2,334000,816000,2.443113772
2,43,27730,78489,2.830472413
2,40,80222,120365,1.500398893
1,2,331000,811000,2.450151057
1,2,301000,1002000,3.328903654
0,23,33000,66000,2
2,25,583500,472600,0.809940017
1,25,52616,140196,2.664512696
2,59,5726527,12262794,2.141401586
0,9,549404,798676,1.453713479
3,43,10543,28582,2.710993076
1,59,24595,67107,2.728481399
2,49,261663,545186,2.083542572
1,2,274230,925810,3.376034715
0,0,223332,294440,1.318395931
1,53,4574,13942,3.048097945
3,0,1793994,2692709,1.50095764
2,53,4298,16082,3.741740344
2,59,5209137,9586935,1.840407538
2,40,73139,106899,1.461586841
3,53,10920,26585,2.43452381
0,2,136359.61,89082,0.653287289
2,45,11920,21340,1.790268456
1,16,69640,161900,2.324813326
2,42,1055061,2627561,2.49043515
2,49,120020,129505,1.079028495
3,43,15688,43162,2.75127486
3,20,9923,31208,3.145016628
0,31,88370,200290,2.266493154
1,16,25100,50500,2.011952191
2,49,273582,663755,2.426164733
3,9,2593026,6096095,2.350957916
3,0,1890960,3767357,1.992298621
1,16,69640,161900,2.324813326
0,4,22633,25671,1.134228781
1,16,69640,161900,2.324813326
1,42,278414,851657,3.05895896
3,44,1585062,5900447,3.722533882
2,48,8105,15279,1.885132634
